Rating,Review Date,Employee,Description
5.0,"Nov 11, 2016","Former  Employee  in Redmond, Washington State",[' Best health insurance in the world']
4.0,"Nov 14, 2016","Current  Senior Software Engineer  in Mountain View, California",[' 1. No free lunch/dinner like many companies in the Bay Area 2. Health insurance is very comprehensive but is not good as it used to be 5 years back. Now there is a high deductible plan and it is a pain to manage expenses. 3. Happy with the ESPP and 401(k) benefits 4. Vacation and time off are also good.']
2.0,"Nov 15, 2016","Current  SDE-2  in Redmond, Washington State","[' 401K , Stock, Bones, Vacations, Sick leave, maternity leave']"
4.0,"Nov 10, 2016","Current  Biz dev manager  in Seattle, Washington State","[' Microsoft contributes to your HSA which is very nice, round about $1k per person. Vacation days are ""ok"", most tech companies these days provide ""unlimited"" vacation, would be nice if Microsoft would offer it, although you never can really take your vacation as you would never be able to keep up with your work.']"
4.0,"Nov 10, 2016","Former  Employee  in Charlotte, North Carolina",[' The company has great Maternity Leave Benefits and Accrued Vacation. Vacation and PTO is very reasonable in comparison with other companies']
3.0,"Nov 09, 2016","Current  Technology Solutions Professional  in Reston, Virginia","[' Matching 401K, Philanthropic charitable donations']"
5.0,"Nov 09, 2016","Former  Explorer Intern  in Redmond, Washington State",[' the housing and travelling stipend for interns']
5.0,"Nov 08, 2016","Current  Program Manager II  in Bellevue, Washington State","[' Back-up care (100 hours) is invaluable with school vacations/sick caregivers/mildly sick kids. Fantastic donation matching policy, lots of opportunities to give/volunteer.']"
5.0,"Nov 07, 2016","Current  Employee  in Redmond, Washington State","["" Benefits are some of the best that I've seen anywhere""]"
5.0,"Nov 07, 2016","Current  Senior Student Partner  in San Francisco, California","["" You get a lot of support from higher level Microsoft Engineers and Technical Evangelists. You also get a surface pro _ if you're a first time Student Partner. The pay to work ratio is reasonable.""]"
5.0,"Nov 06, 2016","Current  Employee  in Austin, Texas",[' Company offers so many great health care benefits']
5.0,"Nov 06, 2016","Former  Employee  in Seattle, Washington State",[' the stoxk saving is really good abou 10 percent off the health care the vacations everything is really good and happy employers i guess']
5.0,"Nov 06, 2016","Former  Employee  in Charlotte, North Carolina","[' Benefits were best in the industry with the company paying 100% and no out of pocket. A minor switch to included employee contribution occurred a few years prior to my leaving however the company did contribute into a HSA to cover most of the deductible. Even with the switch, benefits were still outstanding']"
3.0,"Nov 08, 2016","Current  Employee  in Redmond, Washington State",[' I am contractor I did not get any benefits']
4.0,"Nov 08, 2016","Current  Consumer services advisor  in Tysons Corner, Virginia","[' Competitive amongst most tech-giants, retail has similar benefits to corporate including Health and Saving, a Stay fit reimbursement for gym memberships, high deductible plan for health; increased accrual rate at 5 year mark.']"
4.0,"Nov 06, 2016","Current  Employee  in Redmond, Washington State",[' Overall Microsoft is family oriented.']
5.0,"Nov 05, 2016","Current  Employee  in Seattle, Washington State",[' health insurance is the best']
5.0,"Nov 05, 2016","Current  Employee  in Redmond, Washington State",[' If you donate money to a charity or spend time volunteering they will match your donation to that charity.']
5.0,"Nov 05, 2016","Former  Product Advisor  in Houston, Texas","[' The company provides 401K matching potential, ESPP options as well as tuition reimbursement for those either looking to go back to school to obtain additional degrees, or employees currently enrolled. Additionally, there is dental, medical and vision insurance.']"
5.0,"Nov 04, 2016","Former  Explorer Intern  in Redmond, Washington State",[' Health Insurance was subsidized for the interns. For full-time employees it was completely paid for']
5.0,"Nov 04, 2016","Current  Employee  in Redmond, Washington State","[' I like the health insurance, stay fit program, free parking, and ESPP program']"
5.0,"Nov 03, 2016","Former  Director, Marketing  in Redmond, Washington State",[' They offer benifits that few other companies can afford. Certainly more willing to invest than an Amazon.']
5.0,"Nov 03, 2016","Current  Senior Program Manager  in Redmond, Washington State",[' Best thing is 401K matching and plans like backup daycare etc. I do not see a worst thing.']
4.0,"Nov 05, 2016","Former  PM  in Redmond, Washington State","[' Best is 401k - take advantage of it! Telecommute, spread out vacation time. Utilize the Stay Fit program.']"
4.0,"Nov 05, 2016","Former  PM  in Kirkland, Washington State",[' Best: excellent 401k plan. Take full advantage of it.']
4.0,"Nov 05, 2016","Current  PM  in Redmond, Washington State","[' Telecommuting is one of the best benefits, but not all managers support it.']"
5.0,"Nov 02, 2016","Current  Senior Design Developer  in Redmond, Washington State",[' The bonus and stock programs really round out the salary and maker long term financial goals more obtainable.']
5.0,"Nov 01, 2016","Current  Senior Manager  in Redmond, Washington State","["" Best thing: Whole family covered Worst Thing: Haven't found one yet""]"
5.0,"Nov 01, 2016","Former  Senior Marketing Manager  in Redmond, Washington State",[' Microsofts benefits package is premium and keeps in mind the holistic employee']
5.0,"Nov 01, 2016","Former  Employee  in Redmond, Washington State",[' Very comprehensive and definitely the Gold standard of any corporate benefits. Best thing is that they really treat you as a person and not nickel-dime.']
5.0,"Oct 31, 2016","Current  Principal Software Development Manager  in Redmond, Washington State",[' one of the best benefit package around']
5.0,"Oct 31, 2016","Former  Employee  in Redmond, Washington State","[' Very comprehensive plan often unappreciated for its relative value as part of the compensation package, especially among younger employees.']"
5.0,"Oct 30, 2016","Former  Operations Program Manager  in Redmond, Washington State",[' The most I have enjoyed is the HSA benefit where you and company contribute to Health Savings account that is pre-tax. It doesalmost eliminates the need for FSA flexible spending account and has less restictions on']
5.0,"Oct 29, 2016","Current  Employee  in Redmond, Washington State","[' 50% match on employee contributions to a 401(k) up to the IRS maximum annual contribution, currently $18,000 annually. Employer contributions are always pre-tax, regardless of whether employee contributions are pre-tax or post-tax (Roth).']"
4.0,"Nov 02, 2016","Former  Premier Field Engineer  in Houston, Texas",[' Microsoft gains top marks for benefits']
3.0,"Oct 29, 2016","Current  Senior Strategy Analyst  in Redmond, Washington State","["" Total Comp was lower than my expectation. MS don't provide much stocks.""]"
5.0,"Oct 28, 2016","Former  Explorer Intern  in Bellevue, Washington State","[' Incredible benefits, including great discounts, health plans, relocation benefits, and donation matching.']"
5.0,"Oct 27, 2016","Current  Software Engineer  in Redmond, Washington State",[' Health insurance and stocks are great!']
5.0,"Oct 27, 2016","Current  Director of Customer Service  in Redmond, Washington State","["" Still super strong benefits package overall, however they aren't what they once were. I'd say that benefits are now on par with other large companies across the US.""]"
5.0,"Oct 26, 2016","Current  Employee  in Redmond, Washington State",[' it is very good and very considerate. especially very good for family with kids']
5.0,"Oct 26, 2016","Current  Employee  in Atlanta, Georgia","[' The company pays 100% for family health insurance (HSA) and offers an allowance to offset deductibles. They match 401k at 50% up to $18,000 annual. Vacation from 3-5 weeks annually depending on your years in the company.']"
5.0,"Oct 25, 2016","Current  Employee  in San Francisco, California","["" Good health insurance, 401K match, great maternity/paternity leave, $800 gym reimbursement, free (mostly good) food, employee discount, ESPP, commuter benefits. Overall, it's pretty darn good. It's not quite the wow factor of Google or Facebook but it's not that far behind.""]"
5.0,"Oct 25, 2016","Current  Employee  in Redmond, Washington State",[' the best thing is the stayfit health credit and HSA accounts']
5.0,"Oct 25, 2016","Current  Employee  in Boston, Massachusetts","[' Overall Microsoft benefits are outstanding. I can\'t pick best or worst....there are no ""worst"".']"
5.0,"Oct 24, 2016","Current  Employee  in Redmond, Washington State","[' 401K got increased from matching 50% of the first 6% contribution, to maximum of $9,000 per year.']"
1.0,"Oct 24, 2016","Former  Data Analyst  in Redmond, Washington State","["" I didn't take the benefits through the recruiter because it was terrible""]"
